"id_no";"binomial";"presence";"origin";"seasonal";"compiler";"yrcompiled";"citation";"source";"dist_comm";"island";"subspecies";"subpop";"legend";"tax_comm";"kingdom";"phylum";"class";"order_";"family";"genus";"category";"marine";"terrestial";"freshwater";"SHAPE_Leng";"SHAPE_Area"
42760243;"Rhampholeon gorongosae";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Rhampholeon";"LC";"False";"True";"False";1.49531587447;0.00924999540066
172934;"Furcifer balteatus";1;1;1;"Madagasikara Voakajy";2010;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Furcifer";"EN";"False";"True";"False";6.14951597673;0.173719684448
172934;"Furcifer balteatus";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Furcifer";"EN";"False";"True";"False";6.14951598903;0.173719684668
203823;"Trioceros conirostratus";1;1;1;"Phil Bowles";2014;"IUCN, CI";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Trioceros";"LC";"False";"True";"False";0.265329901674;0.00186733792588
172781;"Palleon lolontany";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Palleon";"NT";"False";"True";"False";1.54701086003;0.0391343881216
199603;"Chamaeleo arabicus";1;1;1;"Phil Bowles";2012;"IUCN, CI";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Chamaeleo";"LC";"False";"True";"False";30.1485061046;19.1664628983
193484;"Furcifer timoni";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Furcifer";"NT";"False";"True";"False";1.17594651868;0.0320738624776
42685911;"Brookesia brunoi";1;1;1;"Madagasikara Voakajy";2013;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"NT";"False";"True";"False";0.203064162828;0.00100994760394
199758;"Furcifer polleni";1;1;1;"Philip Bowles";2012;"IUCN Snake and Lizar";"Hawlitsch";NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Furcifer";"LC";"False";"True";"False";2.06482565587;0.0342892629167
61365784;"Rhampholeon nebulauctor";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Rhampholeon";"VU";"False";"True";"False";0.161247355473;0.00186310139986
172556;"Trioceros bitaeniatus";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Trioceros";"LC";"False";"True";"False";38.8296480115;69.901106818
172544;"Kinyongia tavetana";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Kinyongia";"NT";"False";"True";"False";6.28667233269;0.103510908234
75976755;"Rhampholeon hattinghi";1;1;1;"IUCN";2015;"International Union for the Conservation of Nature";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Rhampholeon";"CR";"False";"True";"False";0.157183574473;0.000133839533872
176295;"Brookesia exarmata";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"EN";"False";"True";"False";3.2611204562;0.140116527958
61366030;"Rhampholeon bruessoworum";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Rhampholeon";"CR";"False";"True";"False";0.473871572298;0.000444834878347
172850;"Calumma andringitraense";1;1;1;"Madagasikara Voakajy";2010;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"EN";"False";"True";"False";3.65467813369;0.108181267436
172749;"Furcifer verrucosus";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Furcifer";"LC";"False";"True";"False";42.4839208691;18.4314449304
176314;"Trioceros feae";1;1;1;"SRLI";2011;"Red List Index (Sampled Approach), Zoological Society of London";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Trioceros";"NT";"False";"True";"False";1.45718193298;0.0739398501328
172579;"Trioceros oweni";1;1;1;"IUCN";2015;"International Union for the Conservation of Nature";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Trioceros";"LC";"False";"True";"False";81.8200430219;154.460683461
172568;"Rhampholeon chapmanorum";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Rhampholeon";"CR";"False";"True";"False";0.0568288463604;5.00907562665e-05
172984;"Calumma brevicorne";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";"Raxworthy";NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"LC";"False";"True";"False";33.9921848233;3.28813822615
8765;"Furcifer labordi";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Furcifer";"VU";"False";"True";"False";13.064053798;1.44873440913
8765;"Furcifer labordi";1;1;1;"Madagasikara Voakajy";2010;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Furcifer";"VU";"False";"True";"False";13.0640537967;1.44873440925
42695944;"Furcifer major";1;1;1;"Madagasikara Voakajy";2013;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Furcifer";"LC";"False";"True";"False";17.5435242112;10.869962103
172840;"Calumma capuroni";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"VU";"False";"True";"False";0.559605632796;0.00698909782085
172523;"Rhampholeon boulengeri";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Rhampholeon";"LC";"False";"True";"False";28.8540322248;25.0388017033
8764;"Furcifer campani";1;1;1;"Madagasikara Voakajy";2010;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Furcifer";"VU";"False";"True";"False";6.5290136647;1.2588769313
8764;"Furcifer campani";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Furcifer";"VU";"False";"True";"False";6.52901366395;1.25887693065
176291;"Bradypodion dracomontanum";1;1;1;"South African National Biodiversity Institute";2018;"Southern African Regional Reptile Specialist Group";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Bradypodion";"NT";"False";"True";"False";4.72687187864;0.215764937582
42683369;"Bradypodion occidentale";1;1;1;"South African National Biodiversity Institute";2018;"Southern African Regional Reptile Specialist Group";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Bradypodion";"LC";"False";"True";"False";14.3207746096;3.32804264623
172557;"Trioceros fuelleborni";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Trioceros";"LC";"False";"True";"False";1.75864914245;0.0336783578223
172539;"Trioceros schubotzi";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Trioceros";"NT";"False";"True";"False";0.449285378008;0.0137396920647
172533;"Kinyongia vanheygeni";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Kinyongia";"LC";"False";"True";"False";1.26539477252;0.0225731814917
172569;"Kinyongia excubitor";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Kinyongia";"VU";"False";"True";"False";5.40480379774;0.100986228805
176313;"Trioceros cristatus";1;1;1;"SRLI";2011;"Red List Index (Sampled Approach), Zoological Society of London";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Trioceros";"LC";"False";"True";"False";56.610742705;106.863332755
172879;"Calumma vencesi";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"EN";"False";"True";"False";1.16801564792;0.0496791016025
172879;"Calumma vencesi";1;1;1;"Madagasikara Voakajy";2010;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"EN";"False";"True";"False";1.16801565005;0.049679101599
172923;"Calumma malthe";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"LC";"False";"True";"False";16.9400179421;4.0918809405
61425;"Archaius tigris";1;1;1;"IUCN";2006;"IUCN (International Union for Conservation of Nature)";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Archaius";"EN";"False";"True";"False";0.530986497048;0.00317227232827
172923;"Calumma malthe";1;1;1;"Madagasikara Voakajy";2010;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"LC";"False";"True";"False";16.940017944;4.09188093818
172790;"Brookesia lambertoni";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"DD";"False";"True";"False";2.21464468757;0.064777623324
172790;"Brookesia lambertoni";1;1;1;"Madagasikara Voakajy";2010;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"DD";"False";"True";"False";2.21464470124;0.0647776233377
172777;"Brookesia ramanantsoai";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"EN";"False";"True";"False";2.22400245975;0.058169728997
172777;"Brookesia ramanantsoai";1;1;1;"Madagasikara Voakajy";2010;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"EN";"False";"True";"False";2.2240024515;0.0581697290012
176296;"Brookesia griveaudi";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"NT";"False";"True";"False";7.59146757099;1.82988475672
176296;"Brookesia griveaudi";1;1;1;"Madagasikara Voakajy";2010;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"NT";"False";"True";"False";7.59146756305;1.82988475709
42687277;"Brookesia tristis";1;1;1;"Madagasikara Voakajy";2013;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"EN";"False";"True";"False";0.332846963248;0.00527122676178
203821;"Trioceros balebicornutus";1;1;1;"Snake and Lizard RLA";2012;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Trioceros";"NT";"False";"True";"False";1.17427337923;0.101251716283
172737;"Calumma peltierorum";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"NT";"False";"True";"False";3.23280341916;0.303094359227
172737;"Calumma peltierorum";1;1;1;"Madagasikara Voakajy";2010;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"NT";"False";"True";"False";3.23280341604;0.303094359056
172571;"Trioceros quadricornis";1;1;1;"Phil Bowles";2012;"International Union for the Conservation of Nature; Conservation International";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Trioceros";"VU";"False";"True";"False";3.30860981816;0.0547621147158
172571;"Trioceros quadricornis";1;1;1;"IUCN";2015;"International Union for the Conservation of Nature; Conservation International";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Trioceros";"VU";"False";"True";"False";1.84177301098;0.0508611833606
172546;"Kinyongia xenorhina";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Kinyongia";"NT";"False";"True";"False";2.86773971255;0.0867319565106
172800;"Calumma amber";1;1;1;"Madagasikara Voakajy";2010;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"NT";"False";"True";"False";1.17594652079;0.0320738625621
172800;"Calumma amber";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"NT";"False";"True";"False";1.17594651868;0.0320738624776
172915;"Calumma oshaughnessyi";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"VU";"False";"True";"False";14.4860420469;1.64467368005
172761;"Calumma guillaumeti";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"LC";"False";"True";"False";4.03220993389;0.540102463327
172527;"Trioceros ntunte";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Trioceros";"DD";"False";"True";"False";0.408616546784;0.00641522474099
172741;"Brookesia superciliaris";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"LC";"False";"True";"False";28.535518628;6.40970475911
172741;"Brookesia superciliaris";1;1;1;"Madagasikara Voakajy";2010;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"LC";"False";"True";"False";28.5355186385;6.40970475829
176309;"Chamaeleo calcaricarens";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Chamaeleo";"LC";"False";"True";"False";17.6695513701;12.2473730057
176316;"Trioceros incornutus";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Trioceros";"LC";"False";"True";"False";4.64252961377;1.01384118316
42687009;"Brookesia micra";1;1;1;"Madagasikara Voakajy";2013;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"NT";"False";"True";"False";0.0574687877043;0.000143747910753
176310;"Chamaeleo monachus";1;1;1;"Roberto Sindaco";2012;"IUCN (International";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Chamaeleo";"NT";"False";"True";"False";2.96013216796;0.30126506706
203828;"Trioceros perreti";1;1;1;"IUCN";2015;"International Union for the Conservation of Nature";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Trioceros";"EN";"False";"True";"False";1.45958919754;0.0233354316224
172896;"Calumma parsonii";1;1;1;"Madagasikara Voakajy";2010;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"NT";"False";"True";"False";23.4335653741;3.38858146654
172896;"Calumma parsonii";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"NT";"False";"True";"False";23.4335653736;3.38858146982
203820;"Trioceros affinis";1;1;1;"Snake and Lizard RLA";2012;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Trioceros";"LC";"False";"True";"False";22.2617304202;23.8114725972
172580;"Trioceros ellioti";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Trioceros";"LC";"False";"True";"False";50.2913029035;12.5612313022
203829;"Trioceros serratus";1;1;1;"IUCN";2015;"International Union for the Conservation of Nature";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Trioceros";"VU";"False";"True";"False";4.36260142736;0.328751734712
172520;"Rieppeleon brevicaudatus";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Rieppeleon";"LC";"False";"True";"False";17.3033541079;13.2513256745
172525;"Kinyongia vosseleri";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Kinyongia";"EN";"False";"True";"False";3.40883376437;0.0233016466868
172912;"Brookesia betschi";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"NT";"False";"True";"False";4.56495524866;0.928668942147
172912;"Brookesia betschi";1;1;1;"Madagasikara Voakajy";2010;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"NT";"False";"True";"False";4.5649552488;0.928668942676
176300;"Brookesia valerieae";1;1;1;"Madagasikara Voakajy";2010;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"EN";"False";"True";"False";2.08568935925;0.216522880215
42760615;"Trioceros kinangopensis";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Trioceros";"NT";"False";"True";"False";0.21070067396;0.00139539827171
176300;"Brookesia valerieae";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"EN";"False";"True";"False";2.08568936316;0.216522880375
172564;"Kinyongia boehmei";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Kinyongia";"NT";"False";"True";"False";1.08273039096;0.0194703724739
176311;"Chamaeleo namaquensis";1;1;1;"SRLI";2011;"Red List Index (Sampled Approach), Zoological Society of London";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Chamaeleo";"LC";"False";"True";"False";49.927144793;55.2110035073
61365811;"Rhampholeon tilburyi";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Rhampholeon";"CR";"False";"True";"False";0.709619159255;0.00103075845355
172858;"Brookesia vadoni";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"VU";"False";"True";"False";5.2779461483;1.20570069924
172858;"Brookesia vadoni";1;1;1;"Madagasikara Voakajy";2010;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"VU";"False";"True";"False";5.27794614912;1.20570069938
157246;"Chamaeleo chamaeleon";1;1;1;"IUCN, CI";2012;"International Union for Conservation of Nature (IUCN), Conservation International";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Chamaeleo";"LC";"False";"True";"False";114.98163182;44.0324008775
157246;"Chamaeleo chamaeleon";2;1;1;"IUCN";2008;"International Union for Conservation of Nature (IUCN), Conservation International";NA;NA;NA;NA;NA;"Probably Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Chamaeleo";"LC";"False";"True";"False";8.66609307479;0.82758512996
157246;"Chamaeleo chamaeleon";1;3;1;"IUCN";2008;"International Union for Conservation of Nature (IUCN), Conservation International";NA;NA;NA;NA;NA;"Extant & Introduced (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Chamaeleo";"LC";"False";"True";"False";20.8449707156;2.01285141991
157246;"Chamaeleo chamaeleon";1;1;1;"IUCN";2008;"International Union for Conservation of Nature (IUCN), Conservation International";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Chamaeleo";"LC";"False";"True";"False";131.146622974;89.2488275206
176315;"Trioceros hoehnelii";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Trioceros";"LC";"False";"True";"False";9.52653339854;4.77626225136
172534;"Trioceros rudis";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Trioceros";"LC";"False";"True";"False";20.5071362948;10.4111772999
