"id_no";"binomial";"presence";"origin";"seasonal";"compiler";"yrcompiled";"citation";"source";"dist_comm";"island";"subspecies";"subpop";"legend";"tax_comm";"kingdom";"phylum";"class";"order_";"family";"genus";"category";"marine";"terrestial";"freshwater";"SHAPE_Leng";"SHAPE_Area"
172758;"Furcifer rhinoceratus";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Furcifer";"VU";"False";"True";"False";13.1759856663;1.63556535699
172962;"Furcifer angeli";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Furcifer";"LC";"False";"True";"False";12.5118312657;2.65510652207
172962;"Furcifer angeli";1;1;1;"Madagasikara Voakajy";2010;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Furcifer";"LC";"False";"True";"False";12.5118312661;2.65510652228
172524;"Rhampholeon acuminatus";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Rhampholeon";"CR";"False";"True";"False";0.267045865708;0.00229477385808
172548;"Rieppeleon brachyurus";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Rieppeleon";"LC";"False";"True";"False";28.6158367239;33.2788221333
172844;"Brookesia ebenaui";1;1;1;"Madagasikara Voakajy";2010;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"VU";"False";"True";"False";5.50943305352;1.19517536517
172861;"Calumma nasutum";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"LC";"False";"True";"False";39.4355189581;17.2092639844
176305;"Calumma peyrierasi";1;1;1;"Madagasikara Voakajy";2010;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"VU";"False";"True";"False";1.39581302324;0.0500966767042
172536;"Chamaeleo gracilis";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Chamaeleo";"LC";"False";"True";"False";162.430316438;916.366362417
193482;"Calumma tarzan";1;1;1;"Madagasikara Voakajy";2010;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"CR";"False";"True";"False";0.476506187328;0.000801798091732
172545;"Kinyongia matschiei";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Kinyongia";"EN";"False";"True";"False";3.40883376437;0.0233016466868
75976903;"Kinyongia mulyai";1;1;1;"IUCN";2015;"International Union for the Conservation of Nature";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Kinyongia";"CR";"False";"True";"False";0.157183574473;0.000133839533872
172760;"Calumma tsaratananense";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"VU";"False";"True";"False";2.45195581645;0.114057946579
172760;"Calumma tsaratananense";1;1;1;"Madagasikara Voakajy";2010;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"VU";"False";"True";"False";2.45195582468;0.114057946616
42695980;"Furcifer viridis";1;1;1;"Madagasikara Voakajy";2013;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Furcifer";"LC";"False";"True";"False";53.8332387868;23.1184601977
172886;"Calumma crypticum";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"LC";"False";"True";"False";28.2780015595;8.78104938806
176317;"Trioceros laterispinis";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Trioceros";"EN";"False";"True";"False";2.45148928916;0.0436345803065
176294;"Brookesia bekolosy";1;1;1;"IUCN";2012;"International Union for Conservation of Nature (IUCN)";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"EN";"False";"True";"False";0.414353509387;0.00411292199633
172560;"Trioceros narraioca";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Trioceros";"NT";"False";"True";"False";0.300809392318;0.0019482281567
172955;"Furcifer pardalis";1;5;1;"Philip Bowles";2012;"International Union for Conservation of Nature (IUCN), Conservation International, Madagasikara Voakajy";"Nik Cole";NA;"Reunion";NA;NA;"Extant & Origin Uncertain (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Furcifer";"LC";"False";"True";"False";1.93711118823;0.22092059471
172955;"Furcifer pardalis";1;5;1;"Philip Bowles";2012;"International Union for Conservation of Nature (IUCN), Conservation International, Madagasikara Voakajy";"Nik Cole";NA;"Mauriti";NA;NA;"Extant & Origin Uncertain (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Furcifer";"LC";"False";"True";"False";2.08486586776;0.162327549648
203824;"Trioceros hanangensis";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Trioceros";"NT";"False";"True";"False";0.211211376103;0.00117468182208
172562;"Rhampholeon nchisiensis";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Rhampholeon";"LC";"False";"True";"False";0.220574354565;0.0014945823979
3083;"Brookesia perarmata";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"EN";"False";"True";"False";0.849738145386;0.0343869309928
3083;"Brookesia perarmata";1;1;1;"Madagasikara Voakajy";2010;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"EN";"False";"True";"False";0.849738146518;0.0343869309915
176304;"Calumma glawi";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"EN";"False";"True";"False";2.43357825576;0.115722455854
172798;"Calumma furcifer";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"EN";"False";"True";"False";2.24428903841;0.12140279337
176320;"Furcifer tuzetae";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Furcifer";"DD";"False";"True";"False";0.0748942984218;0.000350468110728
172552;"Kinyongia tenuis";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Kinyongia";"EN";"False";"True";"False";4.1440131107;0.0326094782877
172547;"Trioceros werneri";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Trioceros";"LC";"False";"True";"False";9.43828428772;0.661712762836
172541;"Trioceros deremensis";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Trioceros";"LC";"False";"True";"False";5.15456418617;0.113972379618
42696174;"Furcifer lateralis";1;1;1;"Madagasikara Voakajy";2013;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Furcifer";"LC";"False";"True";"False";20.8298307511;11.2904616553
176308;"Chamaeleo dilepis";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Chamaeleo";"LC";"False";"True";"False";177.321141871;916.107845238
172951;"Calumma jejy";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"VU";"False";"True";"False";0.299078321809;0.00164734046827
172951;"Calumma jejy";1;1;1;"Madagasikara Voakajy";2010;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"VU";"False";"True";"False";0.299078323088;0.00164734050163
3009;"Bradypodion nemorale";1;1;1;"South African National Biodiversity Institute";2018;"Southern African Regional Reptile Specialist Group";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Bradypodion";"NT";"False";"True";"False";0.484416872575;0.00361570831833
42760305;"Rhampholeon viridis";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Rhampholeon";"EN";"False";"True";"False";0.86683540512;0.0122536566373
3017;"Bradypodion thamnobates";1;1;1;"South African National Biodiversity Institute";2018;"Southern African Regional Reptile Specialist Group";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Bradypodion";"EN";"False";"True";"False";2.86741450862;0.306850204768
172752;"Brookesia antakarana";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"NT";"False";"True";"False";1.17594651868;0.0320738624776
172752;"Brookesia antakarana";1;1;1;"Madagasikara Voakajy";2010;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"NT";"False";"True";"False";1.17594652079;0.0320738625621
3023;"Bradypodion taeniabronchum";1;1;1;"South African National Biodiversity Institute";2018;"Southern African Regional Reptile Specialist Group";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Bradypodion";"LC";"False";"True";"False";1.98999805591;0.0507806714034
176322;"Rhampholeon spectrum";1;1;1;"ZSL";2010;"Red List Index (Sampled Approach), Zoological Society London";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Rhampholeon";"LC";"False";"True";"False";60.858448834;130.13550804
172778;"Calumma guibei";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"NT";"False";"True";"False";2.45195581645;0.114057946579
172570;"Kinyongia oxyrhina";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Kinyongia";"NT";"False";"True";"False";11.106061372;0.167239428672
203826;"Trioceros kinetensis";1;1;1;"Snake and Lizard RLA";2012;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Trioceros";"DD";"False";"True";"False";0.314710138068;0.00736974526543
176319;"Furcifer cephalolepis";1;1;1;"SRLI";2011;"Red List Index (Sampled Approach), Zoological Society of London";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Furcifer";"LC";"False";"True";"False";1.49829311765;0.0855234948737
172561;"Trioceros sternfeldi";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Trioceros";"LC";"False";"True";"False";4.7934889278;0.355042544953
42679109;"Bradypodion damaranum";1;1;1;"South African National Biodiversity Institute";2018;"Southern African Regional Reptile Specialist Group";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Bradypodion";"LC";"False";"True";"False";4.90904068238;0.222610005705
172555;"Rhampholeon uluguruensis";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Rhampholeon";"LC";"False";"True";"False";1.70745545411;0.0226454775426
172549;"Rhampholeon beraduccii";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Rhampholeon";"VU";"False";"True";"False";0.188966674242;0.00109478618544
172850;"Calumma andringitraense";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"EN";"False";"True";"False";3.65467812637;0.108181267441
172821;"Calumma marojezense";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"NT";"False";"True";"False";4.07345736724;0.79941728325
42678970;"Bradypodion atromontanum";1;1;1;"South African National Biodiversity Institute";2018;"Southern African Regional Reptile Specialist Group";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Bradypodion";"LC";"False";"True";"False";4.21886003823;0.136893375227
3012;"Bradypodion setaroi";1;1;1;"South African National Biodiversity Institute";2018;"Southern African Regional Reptile Specialist Group";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Bradypodion";"LC";"False";"True";"False";4.8636310554;0.486304479985
172551;"Bradypodion caeruleogula";1;1;1;"South African National Biodiversity Institute";2018;"Southern African Regional Reptile Specialist Group";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Bradypodion";"EN";"False";"True";"False";0.745557715621;0.00410401668167
176290;"Bradypodion caffer";1;1;1;"South African National Biodiversity Institute";2018;"Southern African Regional Reptile Specialist Group";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Bradypodion";"EN";"False";"True";"False";1.14876999431;0.00849713171361
176292;"Bradypodion transvaalense";1;1;1;"South African National Biodiversity Institute";2018;"Southern African Regional Reptile Specialist Group";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Bradypodion";"LC";"False";"True";"False";10.8635552048;2.56261751431
176293;"Bradypodion ventrale";1;1;1;"South African National Biodiversity Institute";2018;"Southern African Regional Reptile Specialist Group";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Bradypodion";"LC";"False";"True";"False";20.7316536458;18.7758245289
172537;"Kinyongia uluguruensis";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Kinyongia";"LC";"False";"True";"False";1.64217944149;0.0235021445122
42683297;"Bradypodion ngomeense";1;1;1;"South African National Biodiversity Institute";2018;"Southern African Regional Reptile Specialist Group";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Bradypodion";"NT";"False";"True";"False";0.396782730759;0.00240295367678
42681112;"Bradypodion melanocephalum";1;1;1;"South African National Biodiversity Institute";2018;"Southern African Regional Reptile Specialist Group";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Bradypodion";"NT";"False";"True";"False";8.43921174976;0.839277802956
42679297;"Bradypodion gutturale";1;1;1;"South African National Biodiversity Institute";2018;"Southern African Regional Reptile Specialist Group";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Bradypodion";"LC";"False";"True";"False";12.7011626813;5.01152231915
42680235;"Bradypodion kentanicum";1;1;1;"South African National Biodiversity Institute";2018;"Southern African Regional Reptile Specialist Group";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Bradypodion";"NT";"False";"True";"False";2.6012462686;0.265657110453
42683517;"Bradypodion pumilum";1;1;1;"South African National Biodiversity Institute";2018;"Southern African Regional Reptile Specialist Group";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Bradypodion";"NT";"False";"True";"False";6.01080499188;0.798764372128
172576;"Trioceros melleri";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Trioceros";"LC";"False";"True";"False";30.6546602418;38.3127050716
172937;"Furcifer bifidus";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Furcifer";"LC";"False";"True";"False";21.4604175063;2.98664650333
172937;"Furcifer bifidus";1;1;1;"Madagasikara Voakajy";2010;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Furcifer";"LC";"False";"True";"False";21.4604175025;2.98664650245
172916;"Calumma ambreense";1;1;1;"Madagasikara Voakajy";2010;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"NT";"False";"True";"False";1.17594652079;0.0320738625621
172916;"Calumma ambreense";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"NT";"False";"True";"False";1.17594651868;0.0320738624776
172736;"Furcifer willsii";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Furcifer";"LC";"False";"True";"False";24.1877600657;8.51726227015
172947;"Brookesia brygooi";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"LC";"False";"True";"False";33.4010886294;12.712143292
172947;"Brookesia brygooi";1;1;1;"Madagasikara Voakajy";2010;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"LC";"False";"True";"False";33.4010886488;12.7121432916
203825;"Trioceros harennae";1;1;1;"Snake and Lizard RLa";2012;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Trioceros";"LC";"False";"True";"False";2.42116746062;0.411819208148
172578;"Kinyongia adolfifriderici";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Kinyongia";"LC";"False";"True";"False";21.0900766357;4.09454533252
176312;"Chamaeleo senegalensis";1;1;1;"Tatiana Escovar";2012;"IUCN, CI";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Chamaeleo";"LC";"False";"True";"False";98.3576267642;203.749272317
172774;"Calumma gastrotaenia";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"LC";"False";"True";"False";16.0810205797;7.51211321269
172944;"Brookesia thieli";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"LC";"False";"True";"False";19.4719910099;3.73761859505
172944;"Brookesia thieli";1;1;1;"Madagasikara Voakajy";2010;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"LC";"False";"True";"False";19.4719910058;3.7376185937
42689609;"Calumma vohibola";1;1;1;"Krystal Tolley";2013;"Madagasikara Voakajy";"0";NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Calumma";"EN";"False";"True";"False";1.31145064126;0.0376860171402
172878;"Brookesia bonsi";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"CR";"False";"True";"False";0.551141918105;0.0186782231896
172878;"Brookesia bonsi";1;1;1;"Madagasikara Voakajy";2010;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"CR";"False";"True";"False";0.551141914065;0.0186782231687
172550;"Rhampholeon moyeri";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Rhampholeon";"LC";"False";"True";"False";5.83549052116;0.102022861359
203822;"Trioceros camerunensis";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Trioceros";"LC";"False";"True";"False";5.81808385081;1.54955046923
176323;"Rhampholeon spinosus";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Rhampholeon";"EN";"False";"True";"False";2.66932826734;0.0458760351239
172558;"Trioceros goetzei";1;1;1;"Krystal Tolley";2014;"IUCN";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Trioceros";"LC";"False";"True";"False";14.7114770604;3.45189648567
176299;"Brookesia tuberculata";1;1;1;"Madagasikara Voakajy";2010;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"VU";"False";"True";"False";1.17594652079;0.0320738625621
176299;"Brookesia tuberculata";1;1;1;"Madagasikara Voakajy";2012;"Madagasikara Voakajy";NA;NA;NA;NA;NA;"Extant (resident)";NA;"ANIMALIA";"CHORDATA";"REPTILIA";"SQUAMATA";"CHAMAELEONIDAE";"Brookesia";"VU";"False";"True";"False";1.17594651868;0.0320738624776
